Date,Close
1/2/2014 16:00:00,7.53
1/3/2014 16:00:00,7.63
1/6/2014 16:00:00,7.65
1/7/2014 16:00:00,7.41
1/8/2014 16:00:00,7.41
1/9/2014 16:00:00,7.53
1/10/2014 16:00:00,7.73
1/13/2014 16:00:00,7.61
1/14/2014 16:00:00,7.85
1/15/2014 16:00:00,7.73
1/16/2014 16:00:00,7.97
1/17/2014 16:00:00,7.75
1/21/2014 16:00:00,7.84
1/22/2014 16:00:00,8.22
1/23/2014 16:00:00,8.42
1/24/2014 16:00:00,8
1/27/2014 16:00:00,7.93
1/28/2014 16:00:00,8.12
1/29/2014 16:00:00,7.92
1/30/2014 16:00:00,8.1
1/31/2014 16:00:00,8.05
2/3/2014 16:00:00,7.59
2/4/2014 16:00:00,7.58
2/5/2014 16:00:00,7.51
2/6/2014 16:00:00,7.7
2/7/2014 16:00:00,7.67
2/10/2014 16:00:00,7.56
2/11/2014 16:00:00,7.67
2/12/2014 16:00:00,8.06
2/13/2014 16:00:00,8.12
2/14/2014 16:00:00,8.16
2/18/2014 16:00:00,8.21
2/19/2014 16:00:00,8.15
2/20/2014 16:00:00,8.21
2/21/2014 16:00:00,8.74
2/24/2014 16:00:00,8.41
2/25/2014 16:00:00,8.6
2/26/2014 16:00:00,8.51
2/27/2014 16:00:00,8.84
2/28/2014 16:00:00,8.61
3/3/2014 16:00:00,8.49
3/4/2014 16:00:00,8.64
3/5/2014 16:00:00,8.68
3/6/2014 16:00:00,8.7
3/7/2014 16:00:00,8.6
3/10/2014 16:00:00,8.57
3/11/2014 16:00:00,8.47
3/12/2014 16:00:00,8.47
3/13/2014 16:00:00,8.18
3/14/2014 16:00:00,8.26
3/17/2014 16:00:00,8.19
3/18/2014 16:00:00,8.59
3/19/2014 16:00:00,8.48
3/20/2014 16:00:00,8.49
3/21/2014 16:00:00,8.19
3/24/2014 16:00:00,8.32
3/25/2014 16:00:00,8.49
3/26/2014 16:00:00,8
3/27/2014 16:00:00,7.97
3/28/2014 16:00:00,8.04
3/31/2014 16:00:00,9.1
4/1/2014 16:00:00,9.07
4/2/2014 16:00:00,8.99
4/3/2014 16:00:00,9.07
4/4/2014 16:00:00,8.91
4/7/2014 16:00:00,8.69
4/8/2014 16:00:00,8.56
4/9/2014 16:00:00,8.76
4/10/2014 16:00:00,8.46
4/11/2014 16:00:00,8.42
4/14/2014 16:00:00,8.5
4/15/2014 16:00:00,8.39
4/16/2014 16:00:00,8.58
4/17/2014 16:00:00,8.69
4/21/2014 16:00:00,8.57
4/22/2014 16:00:00,8.6
4/23/2014 16:00:00,8.37
4/24/2014 16:00:00,8.47
4/25/2014 16:00:00,8
4/28/2014 16:00:00,7.84
4/29/2014 16:00:00,7.85
4/30/2014 16:00:00,7.85
5/1/2014 16:00:00,7.9
5/2/2014 16:00:00,8.11
5/5/2014 16:00:00,7.87
5/6/2014 16:00:00,7.52
5/7/2014 16:00:00,7.41
5/8/2014 16:00:00,7.38
5/9/2014 16:00:00,7.4
5/12/2014 16:00:00,7.64
5/13/2014 16:00:00,7.48
5/14/2014 16:00:00,7.18
5/15/2014 16:00:00,7.13
5/16/2014 16:00:00,7.14
5/19/2014 16:00:00,7.2
5/20/2014 16:00:00,7.06
5/21/2014 16:00:00,7.05
5/22/2014 16:00:00,7.21
5/23/2014 16:00:00,7.31
5/27/2014 16:00:00,7.33
5/28/2014 16:00:00,7.37
5/29/2014 16:00:00,7.17
5/30/2014 16:00:00,7.18
6/2/2014 16:00:00,7.1
6/3/2014 16:00:00,7.13
6/4/2014 16:00:00,7.14
6/5/2014 16:00:00,7.26
6/6/2014 16:00:00,7.54
6/9/2014 16:00:00,8.03
6/10/2014 16:00:00,7.97
6/11/2014 16:00:00,7.74
6/12/2014 16:00:00,7.67
6/13/2014 16:00:00,7.53
6/16/2014 16:00:00,7.52
6/17/2014 16:00:00,7.51
6/18/2014 16:00:00,7.5
6/19/2014 16:00:00,7.55
6/20/2014 16:00:00,7.35
6/23/2014 16:00:00,7.45
6/24/2014 16:00:00,7.41
6/25/2014 16:00:00,7.3
6/26/2014 16:00:00,7.3
6/27/2014 16:00:00,7.36
6/30/2014 16:00:00,7.48
7/1/2014 16:00:00,7.76
7/2/2014 16:00:00,7.58
7/3/2014 16:00:00,7.62
7/7/2014 16:00:00,7.27
7/8/2014 16:00:00,7.14
7/9/2014 16:00:00,6.94
7/10/2014 16:00:00,6.85
7/11/2014 16:00:00,6.97
7/14/2014 16:00:00,6.86
7/15/2014 16:00:00,6.86
7/16/2014 16:00:00,6.9
7/17/2014 16:00:00,6.63
7/18/2014 16:00:00,6.78
7/21/2014 16:00:00,6.59
7/22/2014 16:00:00,6.81
7/23/2014 16:00:00,6.73
7/24/2014 16:00:00,6.58
7/25/2014 16:00:00,6
7/28/2014 16:00:00,5.85
7/29/2014 16:00:00,6.07
7/30/2014 16:00:00,6.23
7/31/2014 16:00:00,5.94
8/1/2014 16:00:00,5.93
8/4/2014 16:00:00,6.09
8/5/2014 16:00:00,6.11
8/6/2014 16:00:00,6.12
8/7/2014 16:00:00,6.06
8/8/2014 16:00:00,6.3
8/11/2014 16:00:00,6.3
8/12/2014 16:00:00,6.12
8/13/2014 16:00:00,6.14
8/14/2014 16:00:00,6.25
8/15/2014 16:00:00,6.31
8/18/2014 16:00:00,6.48
8/19/2014 16:00:00,6.83
8/20/2014 16:00:00,6.81
8/21/2014 16:00:00,6.82
8/22/2014 16:00:00,6.76
8/25/2014 16:00:00,6.94
8/26/2014 16:00:00,6.87
8/27/2014 16:00:00,6.88
8/28/2014 16:00:00,6.85
