Date,Close
8/12/2014 16:00:00,64.9
8/13/2014 16:00:00,65.92
8/14/2014 16:00:00,65.77
8/15/2014 16:00:00,65.68
8/18/2014 16:00:00,66.79
8/19/2014 16:00:00,66.81
8/20/2014 16:00:00,67.09
8/21/2014 16:00:00,67.1
8/22/2014 16:00:00,66.43
8/25/2014 16:00:00,66.27
8/26/2014 16:00:00,66.22
8/27/2014 16:00:00,66.19
8/28/2014 16:00:00,66.19
8/29/2014 16:00:00,66.47
9/2/2014 16:00:00,66.3
9/3/2014 16:00:00,66.53
9/4/2014 16:00:00,66.4
9/5/2014 16:00:00,67.26
9/8/2014 16:00:00,67.65
9/9/2014 16:00:00,67.15
9/10/2014 16:00:00,64.6
9/11/2014 16:00:00,64.69
9/12/2014 16:00:00,62.64
9/15/2014 16:00:00,62.09
9/16/2014 16:00:00,62.51
9/17/2014 16:00:00,62.29
9/18/2014 16:00:00,61.4
9/19/2014 16:00:00,61.94
9/22/2014 16:00:00,62.07
9/23/2014 16:00:00,62.09
9/24/2014 16:00:00,60.86
9/25/2014 16:00:00,60.8
9/26/2014 16:00:00,61.4
9/29/2014 16:00:00,61.54
9/30/2014 16:00:00,61.58
10/1/2014 16:00:00,62.03
10/2/2014 16:00:00,62.22
10/3/2014 16:00:00,62.61
10/6/2014 16:00:00,63.04
10/7/2014 16:00:00,62.61
10/8/2014 16:00:00,63.57
10/9/2014 16:00:00,64.1
10/10/2014 16:00:00,65.11
10/13/2014 16:00:00,65.56
10/14/2014 16:00:00,66.72
10/15/2014 16:00:00,67.03
10/16/2014 16:00:00,66.28
10/17/2014 16:00:00,65.9
10/20/2014 16:00:00,67.19
10/21/2014 16:00:00,67.51
10/22/2014 16:00:00,67.51
10/23/2014 16:00:00,68.07
10/24/2014 16:00:00,67.74
10/27/2014 16:00:00,67.84
10/28/2014 16:00:00,67.46
10/29/2014 16:00:00,67.75
10/30/2014 16:00:00,67.97
10/31/2014 16:00:00,69.56
11/3/2014 16:00:00,70.31
11/4/2014 16:00:00,69.91
11/5/2014 16:00:00,70.06
11/6/2014 16:00:00,69.49
11/7/2014 16:00:00,69.29
11/10/2014 16:00:00,70.46
11/11/2014 16:00:00,69.96
11/12/2014 16:00:00,69.31
11/13/2014 16:00:00,69.98
11/14/2014 16:00:00,69.26
11/17/2014 16:00:00,69.7
11/18/2014 16:00:00,70.18
11/19/2014 16:00:00,69.23
11/20/2014 16:00:00,69.56
11/21/2014 16:00:00,70.31
11/24/2014 16:00:00,70.06
11/25/2014 16:00:00,70.04
11/26/2014 16:00:00,71.04
11/28/2014 16:00:00,70.84
12/1/2014 16:00:00,70.64
12/2/2014 16:00:00,71.09
12/3/2014 16:00:00,70.97
12/4/2014 16:00:00,71.29
12/5/2014 16:00:00,70.29
12/8/2014 16:00:00,71.57
12/9/2014 16:00:00,72.23
12/10/2014 16:00:00,72.47
12/11/2014 16:00:00,72.28
12/12/2014 16:00:00,71.08
12/15/2014 16:00:00,70.35
12/16/2014 16:00:00,70.38
12/17/2014 16:00:00,72.27
12/18/2014 16:00:00,72.97
12/19/2014 16:00:00,73.36
12/22/2014 16:00:00,74.55
12/23/2014 16:00:00,73.72
12/24/2014 16:00:00,73.22
12/26/2014 16:00:00,73.59
12/29/2014 16:00:00,73.74
12/30/2014 16:00:00,72.89
12/31/2014 16:00:00,71.84
1/2/2015 16:00:00,73.41
1/5/2015 16:00:00,74.06
1/6/2015 16:00:00,74.48
1/7/2015 16:00:00,75.58
1/8/2015 16:00:00,76.43
1/9/2015 16:00:00,77
1/12/2015 16:00:00,77.89
1/13/2015 16:00:00,77.09
1/14/2015 16:00:00,78.08
1/15/2015 16:00:00,78.53
1/16/2015 16:00:00,79.39
1/20/2015 16:00:00,77.98
1/21/2015 16:00:00,77.73
1/22/2015 16:00:00,79.31
1/23/2015 16:00:00,79.8
1/26/2015 16:00:00,80.1
1/27/2015 16:00:00,80.24
1/28/2015 16:00:00,79.63
1/29/2015 16:00:00,79.34
1/30/2015 16:00:00,77.61
2/2/2015 16:00:00,77.1
2/3/2015 16:00:00,77.99
2/4/2015 16:00:00,78.94
2/5/2015 16:00:00,80.27
2/6/2015 16:00:00,78.12
2/9/2015 16:00:00,77.87
2/10/2015 16:00:00,77.7
2/11/2015 16:00:00,77.97
2/12/2015 16:00:00,79.86
2/13/2015 16:00:00,78.75
2/17/2015 16:00:00,79.01
2/18/2015 16:00:00,79.99
2/19/2015 16:00:00,77.58
2/20/2015 16:00:00,78.65
2/23/2015 16:00:00,79.95
2/24/2015 16:00:00,77.98
2/25/2015 16:00:00,77.7
2/26/2015 16:00:00,76.84
2/27/2015 16:00:00,77.03
3/2/2015 16:00:00,77.58
3/3/2015 16:00:00,77.26
3/4/2015 16:00:00,76.84
3/5/2015 16:00:00,77.33
3/6/2015 16:00:00,75.03
3/9/2015 16:00:00,75.81
3/10/2015 16:00:00,75.95
3/11/2015 16:00:00,75.76
3/12/2015 16:00:00,77.13
3/13/2015 16:00:00,77.02
3/16/2015 16:00:00,78.9
3/17/2015 16:00:00,78.62
3/18/2015 16:00:00,80.41
3/19/2015 16:00:00,79.73
3/20/2015 16:00:00,81.73
3/23/2015 16:00:00,81.46
3/24/2015 16:00:00,80.83
3/25/2015 16:00:00,78.81
3/26/2015 16:00:00,78.5
3/27/2015 16:00:00,78.45
3/30/2015 16:00:00,78.9
3/31/2015 16:00:00,77.86
4/1/2015 16:00:00,77.56
4/2/2015 16:00:00,78.31
4/6/2015 16:00:00,79.08
4/7/2015 16:00:00,77.7
4/8/2015 16:00:00,78.04
4/9/2015 16:00:00,75.87
4/10/2015 16:00:00,75.62
4/13/2015 16:00:00,75.32
4/14/2015 16:00:00,76.1
4/15/2015 16:00:00,75.31
4/16/2015 16:00:00,75.77
4/17/2015 16:00:00,75.32
4/20/2015 16:00:00,75.27
4/21/2015 16:00:00,75.77
4/22/2015 16:00:00,76.25
4/23/2015 16:00:00,76.49
4/24/2015 16:00:00,76.55
4/27/2015 16:00:00,76.69
4/28/2015 16:00:00,76.53
4/29/2015 16:00:00,75.42
4/30/2015 16:00:00,73.86
5/1/2015 16:00:00,74.77
5/4/2015 16:00:00,75.2
5/5/2015 16:00:00,73.03
5/6/2015 16:00:00,72.46
5/7/2015 16:00:00,74.18
5/8/2015 16:00:00,74.84
5/11/2015 16:00:00,73.37
5/12/2015 16:00:00,73.81
5/13/2015 16:00:00,73.4
5/14/2015 16:00:00,74.94
5/15/2015 16:00:00,75.18
5/18/2015 16:00:00,74.8
5/19/2015 16:00:00,74.62
5/20/2015 16:00:00,74.84
5/21/2015 16:00:00,74.54
5/22/2015 16:00:00,74.62
5/26/2015 16:00:00,73.95
5/27/2015 16:00:00,75.08
5/28/2015 16:00:00,74.89
5/29/2015 16:00:00,74.32
6/1/2015 16:00:00,75.02
6/2/2015 16:00:00,73.79
6/3/2015 16:00:00,71.91
6/4/2015 16:00:00,71.89
6/5/2015 16:00:00,71.49
6/8/2015 16:00:00,71.14
6/9/2015 16:00:00,70.74
6/10/2015 16:00:00,70.89
6/11/2015 16:00:00,71.59
6/12/2015 16:00:00,71.55
6/15/2015 16:00:00,71.52
6/16/2015 16:00:00,72.65
6/17/2015 16:00:00,73.67
6/18/2015 16:00:00,74.77
6/19/2015 16:00:00,74.07
6/22/2015 16:00:00,72.96
6/23/2015 16:00:00,71.81
6/24/2015 16:00:00,71.35
6/25/2015 16:00:00,70.65
6/26/2015 16:00:00,71.2
6/29/2015 16:00:00,70.12
6/30/2015 16:00:00,70.17
7/1/2015 16:00:00,71.64
7/2/2015 16:00:00,72.59
7/6/2015 16:00:00,72.94
7/7/2015 16:00:00,74.08
7/8/2015 16:00:00,74.08
7/9/2015 16:00:00,74.19
7/10/2015 16:00:00,74.68
7/13/2015 16:00:00,74.43
7/14/2015 16:00:00,74.81
7/15/2015 16:00:00,74.76
7/16/2015 16:00:00,75.07
7/17/2015 16:00:00,74.73
7/20/2015 16:00:00,75.28
7/21/2015 16:00:00,74.77
7/22/2015 16:00:00,75.35
7/23/2015 16:00:00,74.53
7/24/2015 16:00:00,74.58
7/27/2015 16:00:00,75.05
7/28/2015 16:00:00,74.89
7/29/2015 16:00:00,74.45
7/30/2015 16:00:00,74.29
7/31/2015 16:00:00,74.81
8/3/2015 16:00:00,75.52
8/4/2015 16:00:00,74.57
8/5/2015 16:00:00,74.5
8/6/2015 16:00:00,74.77
8/7/2015 16:00:00,75.2
8/10/2015 16:00:00,75.28
8/11/2015 16:00:00,76.37
8/12/2015 16:00:00,76.85
8/13/2015 16:00:00,76.8
8/14/2015 16:00:00,77.14
8/17/2015 16:00:00,77.53
8/18/2015 16:00:00,77.71
8/19/2015 16:00:00,76.47
8/20/2015 16:00:00,75.96
8/21/2015 16:00:00,74.39
8/24/2015 16:00:00,70.52
8/25/2015 16:00:00,68.95
8/26/2015 16:00:00,71.29
8/27/2015 16:00:00,73.12
8/28/2015 16:00:00,72.94
8/31/2015 16:00:00,71.25
9/1/2015 16:00:00,69.48
9/2/2015 16:00:00,70.16
9/3/2015 16:00:00,70.44
9/4/2015 16:00:00,69.16
9/8/2015 16:00:00,70.23
9/9/2015 16:00:00,69.34
9/10/2015 16:00:00,69.52
9/11/2015 16:00:00,70.9
9/14/2015 16:00:00,70.58
9/15/2015 16:00:00,71.82
9/16/2015 16:00:00,72.36
9/17/2015 16:00:00,72.61
9/18/2015 16:00:00,72.11
9/21/2015 16:00:00,73.14
9/22/2015 16:00:00,72.52
9/23/2015 16:00:00,72.86
9/24/2015 16:00:00,72.27
9/25/2015 16:00:00,72.87
9/28/2015 16:00:00,71.33
9/29/2015 16:00:00,73.55
9/30/2015 16:00:00,75.12
10/1/2015 16:00:00,75.27
10/2/2015 16:00:00,76.08
10/5/2015 16:00:00,76.42
10/6/2015 16:00:00,75.67
10/7/2015 16:00:00,76.72
10/8/2015 16:00:00,77.35
10/9/2015 16:00:00,77.49
10/12/2015 16:00:00,78.13
10/13/2015 16:00:00,77.2
10/14/2015 16:00:00,76.39
10/15/2015 16:00:00,78.23
10/16/2015 16:00:00,78.74
10/19/2015 16:00:00,80.13
10/20/2015 16:00:00,79.5
10/21/2015 16:00:00,79.45
10/22/2015 16:00:00,79.72
10/23/2015 16:00:00,79.47
10/26/2015 16:00:00,80.94
10/27/2015 16:00:00,79.64
10/28/2015 16:00:00,78.91
10/29/2015 16:00:00,78.14
10/30/2015 16:00:00,77.32
11/2/2015 16:00:00,80.11
11/3/2015 16:00:00,79.46
11/4/2015 16:00:00,79.14
11/5/2015 16:00:00,79.16
11/6/2015 16:00:00,76.9
11/9/2015 16:00:00,76.2
11/10/2015 16:00:00,77.57
11/11/2015 16:00:00,78.39
11/12/2015 16:00:00,77.7
11/13/2015 16:00:00,77.29
11/16/2015 16:00:00,78.29
11/17/2015 16:00:00,78.65
11/18/2015 16:00:00,78.73
11/19/2015 16:00:00,79.13
11/20/2015 16:00:00,79.64
11/23/2015 16:00:00,79.79
11/24/2015 16:00:00,79.12
11/25/2015 16:00:00,79.86
11/27/2015 16:00:00,80.65
11/30/2015 16:00:00,79.82
12/1/2015 16:00:00,81.13
12/2/2015 16:00:00,79.93
12/3/2015 16:00:00,77.63
12/4/2015 16:00:00,79.66
12/7/2015 16:00:00,79.11
12/8/2015 16:00:00,78.65
12/9/2015 16:00:00,77.57
12/10/2015 16:00:00,77.21
12/11/2015 16:00:00,77.55
12/14/2015 16:00:00,78.19
12/15/2015 16:00:00,79.32
12/16/2015 16:00:00,80.83
12/17/2015 16:00:00,80.58
12/18/2015 16:00:00,79.9
12/21/2015 16:00:00,80.08
12/22/2015 16:00:00,80.03
12/23/2015 16:00:00,80.76
12/24/2015 16:00:00,80.87
12/28/2015 16:00:00,81.19
12/29/2015 16:00:00,81.97
12/30/2015 16:00:00,81.89
